team_won,team_lost,winning_score,losing_score
ex-Genuine,PC419,2,0
Paradox,Ground Zero,2,1
Renegades,Airborne,2,0
AVANT,PC419,2,0
ORDER,ex-Genuine,2,0
Mythic,eUnited,2,1
Riot Squad,Rugratz,2,0
Nemiga,Defusekids,2,0
Sprout,BIG,2,0
PC419,Incept,16,6
Renegades,ex-Bizarre,16,6
Ground Zero,Paradox,16,9
RED Canids,TeamOne,2,1
Infinity,Supremacy,2,0
Cloud9,eUnited,2,0
paiN,Yeah,2,1
BIG Academy,Tenerife Titans,2,0
eUnited,Gen.G,2,0
Cloud9,Complexity,2,0
RED Canids,W7M,2,1
Yeah,DETONA,2,0
paiN,Redemption POA,2,0
MeAndTheBoys,Unique,2,1
Gen.G,INTZ,2,0
TeamOne,Imperial,2,0
eUnited,Chaos,2,0
Cloud9,Triumph,2,0
Complexity,Singularity,2,0
Heroic,Gambit Youngsters,2,0
MAD Lions,Defusekids,2,0
Gambit Youngsters,Heretics,2,1
Defusekids,CR4ZY,2,1
MAD Lions,SKADE,2,1
Heroic,Secret,2,1
Bren,MiTH.Maple,2,0
BOOM,GTV.Revolution,2,0
MiTH.Maple,GTV.Revolution,2,1
Bren,BOOM,2,0
Supremacy,Infamous,2,1
Infamous,Loto,2,0
INTZ,Russian Street Party,2,1
Gen.G,Divine,2,0
Chaos,New England Whalers,2,0
Triumph,Saskatoon Warriors,2,0
paiN,F4K3,2,0
Yeah,RUFUS,2,0
W7M,Alma,2,0
TeamOne,UP,2,0
SKADE,AVEZ,2,1
Secret,KOVA,2,0
Gambit Youngsters,Winstrike,2,0
Defusekids,Tenerife Titans,2,0
Impunity,GMCC,16,12
MiTH.Maple,ex-Genuine,16,13
BOOM,Entity,16,9
Bren,GTV.Revolution,16,5
Impunity,A Point,16,10
ex-Genuine,Darkhorse,16,10
MiTH.Maple,BOOM,16,8
Bren,A Point,16,6
GTV.Revolution,GMCC,16,7
Bren,Impunity,16,11
MiTH.Maple,Darkhorse,16,8
ex-Genuine,Entity,16,7
Darkhorse,Entity,16,13
BOOM,ex-Genuine,16,11
GTV.Revolution,A Point,16,4
Bren,GMCC,19,17
BOOM,Darkhorse,16,14
MiTH.Maple,Entity,16,8
GTV.Revolution,Impunity,16,14
GMCC,A Point,16,4
Infamous,Tecsysnet,16,3
Winstrike,NAVI Junior,22,20
Loto,Hadouken,1,0
Infinity,Supremacy,2,0
AVEZ,Unique,22,18
KOVA,Project X,19,17
SKADE,Avengers,16,13
Gambit Youngsters,Copenhagen Flames,16,7
Secret,Juggernauts,16,12
Defusekids,hREDS,16,10
Tenerife Titans,Apeks,16,2
MAD Lions,ENCE,2,0
MAD Lions,Illuminar,2,1
ENCE,AGO,2,1
Cloud9,MIBR,3,1
Supremacy,Infamous,2,0
G2,MAD Lions,2,1
MIBR,Complexity,2,0
Infinity,Hadouken,2,0
AGO,Heroic,2,1
FaZe,ENCE,2,1
Illuminar,ARCY,2,0
G2,AGO,2,1
ENCE,Illuminar,2,1
FaZe,ARCY,2,0
MAD Lions,Heroic,2,0
ViCi,TYLOO,3,0
TYLOO,Bren,2,0
MIBR,INTZ,2,1
Cloud9,Complexity,2,1
INTZ,Gen.G,2,0
MIBR,Chaos,2,0
MAD Lions,North,2,0
AGO,Hard Legion,2,0
North,Gambit Youngsters,16,8
MAD Lions,Apeks,16,4
AGO,OG,16,10
Hard Legion,water gamers,16,6
GODSENT,HAVU,2,0
TYLOO,R-Stars,2,0
ViCi,Bren,2,1
R-Stars,AUGUST,2,0
TYLOO,OneThree,2,0
MIBR,Riot Squad,2,1
Complexity,Chaos,2,0
Cloud9,INTZ,2,0
Gen.G,FURIA,2,0
INTZ,MIBR,2,1
Chaos,FURIA,2,0
Complexity,Gen.G,2,0
Hard Legion,MELBET,19,15
North,Nemiga,16,12
Cloud9,Riot Squad,2,0
Gambit Youngsters,SAW,16,6
Apeks,GamerLegion,16,12
MAD Lions,Winstrike,16,13
AGO,Sinners,16,13
OG,SKADE,16,13
water gamers,Secret,16,4
HAVU,ARCY,2,0
Bren,TYLOO,2,1
ViCi,AUGUST,2,1
OneThree,Alpha Red,2,1
R-Stars,Mazaalai,2,0
TYLOO,Mazaalai,2,1
AUGUST,OneThree,2,1
Bren,R-Stars,2,1
ViCi,Alpha Red,2,0
Just For Fun,Rugratz,2,0
Rugratz,Singularity,2,1
Just For Fun,eUnited,2,1
Heroic,Phoenix,3,0
Phoenix,Gambit Youngsters,2,0
eUnited,Rap Gang,2,0
Singularity,LiViD,2,0
Just For Fun,Divine,2,1
Rap Gang,Bushido Boyz,2,1
Rugratz,Monstars,2,0
LiViD,Recon 5,2,1
Just For Fun,New England Whalers,2,0
Monstars,ex-iNTACT,2,0
Singularity,Infinity,2,0
Divine,OCG,2,0
eUnited,RBG,2,0
Rugratz,Big Frames,2,0
Heroic,SKADE,2,0
Phoenix,Brute,2,0
SKADE,FATE,2,1
Brute,Ambush,2,1
Brute,Rocketlauncher$,2,1
SKADE,Ambush,2,0
SKADE,Brute,2,0
Ambush,Rocketlauncher$,2,1
SKADE,Akatsuki,2,0
Phoenix,SKADE,3,2
Bogatiri,S Nastupaushim,2,0
Nemiga,Juggernauts,2,1
Bogatiri,GNS,2,1
S Nastupaushim,SG.pro,2,1
SKADE,Unique,2,1
Nemiga,MiTH.Maple,2,1
MiTH.Maple,Invictus,2,0
Lynn Vision,In Young Ren,2,1
Aster,OneThree,2,1
FATE,Rocketlauncher$,3,2
SKADE,PACT,2,0
Juggernauts,Nemiga,2,1
SKADE,Ambush,2,1
PACT,SG.pro,2,0
Juggernauts,MiTH.Maple,2,0
PACT,Project X,2,1
Nemiga,Invictus,2,0
SKADE,DreamEaters,2,0
Aster,Lynn Vision,2,1
OneThree,In Young Ren,2,0
In Young Ren,Absolute,2,1
Aster,D7G,2,0
SKADE,SJ,2,1
Akatsuki,Unique,2,1
SKADE,SG.pro,2,1
Phoenix,Ambush,2,1
SG.pro,PACT,2,0
Rocketlauncher$,EXTREMUM,2,0
MiTH.Maple,PACT,2,1
SKADE,Project X,2,0
maslomaslo,Cerberus,2,1
PACT,Ambush,2,1
Phoenix,SKADE,2,0
PACT,Unique,2,0
Ambush,SJ,2,0
PACT,DreamEaters,2,0
SKADE,Ambush,2,1
Invictus,NAVI Junior,2,0
Rocketlauncher$,Brute,2,1
FATE,EXTREMUM,2,1
NAVI Junior,DreamEaters,2,0
Juggernauts,Invictus,2,1
Project X,EXTREMUM,2,0
FATE,Brute,2,0
EXTREMUM,Rocketlauncher$,2,1
EXTREMUM,Espada,2,0
Juggernauts,DreamEaters,2,0
SG.pro,Project X,2,0
SKADE,DreamEaters,2,0
Ambush,PACT,2,1
Invictus,NAVI Junior,2,1
Project X,Espada,2,1
Nemiga,MiTH.Maple,2,1
Alma,Falkol,2,0
SG.pro,EXTREMUM,2,0
Alma,FURIA Academy,2,0
Movistar Riders,BIG,2,0
Vitality,mousesports,2,1
G2,Spirit,2,0
AGO,Winstrike,2,0
Nemiga,Unique,2,1
Titanz,iSellPower,16,4
mousesports,Evil Geniuses,2,0
Zorka,eNgine,2,0
MiTH.Maple,PACT,2,1
AGO,HAVU,2,0
Vitality,Heroic,2,0
Isurus,9z,2,0
Rejected,NOORG,2,0
Falkol,FURIA Academy,2,1
Alma,Santos,2,0
9z,Rejected,2,1
FATE,SKADE,2,1
Spirit,FURIA,2,0
Isurus,NOORG,2,0
Falkol,Alma,16,9
Rejected,ex-Intic,2,1
FURIA Academy,Santos,16,10
G2,ENCE,2,1
NOORG,Evolve,2,1
Unicorns of Love,ALTERNATE aTTaX,2,0
Movistar Riders,KPI,2,0
FATE,RADNICKI,2,0
Evil Geniuses,Natus Vincere,2,0
AGO,Nordavind,2,0
Unicorns of Love,ad hoc,2,0
Winstrike,HAVU,2,1
BIG,KPI,2,1
Heroic,forZe,2,0
SKADE,Nexus,2,0
ad hoc,BIG Academy,2,0
paiN,RED Canids,2,0
AGO,SKADE,2,1
Spirit,Hard Legion,2,0
ENCE,Movistar Riders,2,0
Phoenix,LDLC,2,0
Spirit,BIG,2,1
Phoenix,Heretics,2,0
ENCE,TYLOO,2,0
Movistar Riders,Owned,2,1
Phoenix,Fierce,2,1
forZe,Evil Geniuses,2,1
ARCY,Nemiga,2,0
G2,Hard Legion,2,0
Nordavind,Wisla Krakow,2,0
HAVU,Espada,2,0
Natus Vincere,Heroic,2,1
FURIA,Movistar Riders,2,0
G2,BIG,16,12
Hard Legion,ex-Virtus.pro,2,0
forZe,Virtus.pro,2,1
Movistar Riders,ENCE,16,7
Hard Legion,Spirit,16,14
Heroic,EHOME,2,0
FURIA,TYLOO,16,14
Redemption POA,Imperial,2,1
DELIRAWOWZIK,Agressive,2,0
Nexus,Budapest Five,2,1
HAVU,SKADE,2,0
mousesports,Evil Geniuses,2,0
FATE,Juggernauts,2,0
mousesports,Virtus.pro,2,1
Evil Geniuses,forZe,2,0
Owned,Cream,2,1
LDLC,Heretics,2,0
Vitality,Natus Vincere,2,1
Fierce,Vexed,2,1
Natus Vincere,Heroic,2,0
Vitality,EHOME,2,0
Phoenix,Defusekids,2,0
Movistar Riders,Sprout,2,1
AGO,PACT,2,0
Nordavind,SJ,2,0
Winstrike,Wisla Krakow,2,0
mousesports,G2,2,1
forZe,Riot Squad,2,0
CSGO-MDL,Divine,3,0
paiN,DETONA,2,1
Divine,J Money Crew,2,1
G2,Virtus.pro,2,1
Riot Squad,HAVU,2,1
J Money Crew,New England Whalers,2,1
mousesports,OG,2,1
North,CR4ZY,2,1
pro100,Copenhagen Flames,2,1
forZe,INTZ,2,1
ECLOT,EXORS,2,0
KINGZZZ,Equinox,2,0
Chetz,Fierce,2,0
CSGO-MDL,Divine,2,1
J Money Crew,OCG,16,14
New England Whalers,call it luck,16,13
CR4ZY,GODSENT,2,1
Copenhagen Flames,Juggernauts,2,0
Fierce,Vexed,2,0
pro100,Juggernauts,2,1
North,MAD Lions,2,1
Chetz,NEDS,2,0
Syman,TYLOO,2,0
TYLOO,BTRG,2,0
mousesports,FURIA,16,5
Divine,J Money Crew,2,1
Riot Squad,Spirit,2,1
OCG,Daryl's make a wish,16,5
mousesports,FURIA,16,9
CSGO-MDL,call it luck,2,0
New England Whalers,RBG,16,4
OCG,Third Impact,16,14
RBG,Gorilla Gang,16,14
OG,FURIA,16,7
INTZ,ORDER,2,0
New England Whalers,Asuna's Anime Aimers,16,12
RBG,Thunder Logic,16,6
OG,FURIA,16,14
paiN,W7M,2,0
CSGO-MDL,Third Impact,2,0
Divine,New England Whalers,2,1
RBG,Cyberstorm,16,7
J Money Crew,Gorilla Gang,2,0
Daryl's make a wish,UCF Knights,16,4
ORDER,Triumph,2,0
OG,MIBR,16,6
Riot Squad,Rugratz,2,0
UCF Knights,Empire,16,8
OG,MIBR,16,7
OCG,Big Chillin,16,8
Asuna's Anime Aimers,Kinship,16,11
Universe,Brute,2,1
call it luck,Daryl's make a wish,2,1
GODSENT,Illuminar,2,1
Third Impact,RBG,2,1
Copenhagen Flames,ARCY,2,1
Kinship,Arrow,16,11
Empire,Bad News Bandits,16,13
MIBR,Virtus.pro,16,3
Big Chillin,The Home of the Grave,16,11
New England Whalers,UCF Knights,2,0
HAVU,INTZ,16,9
forZe,Spirit,16,14
Virtus.pro,MIBR,16,14
call it luck,Asuna's Anime Aimers,2,0
J Money Crew,OCG,2,1
CSGO-MDL,Thunder Logic,2,0
Gorilla Gang,Big Chillin,2,1
9z,ex-Intic,2,0
HAVU,Triumph,16,13
Astralis,Liquid,2,0
G2,Virtus.pro,16,2
Spirit,Riot Squad,16,4
Sprout,ALTERNATE aTTaX,2,0
Daryl's make a wish,Arrow,2,0
North,Movistar Riders,2,0
Divine,Bad News Bandits,2,0
DETONA,Isurus,2,1
Thunder Logic,Empire,2,1
G2,Virtus.pro,16,8
UCF Knights,Cyberstorm,2,0
pro100,Copenhagen Flames,2,1
INTZ,ORDER,16,7
Asuna's Anime Aimers,The Home of the Grave,2,1
forZe,Rugratz,16,4
OCG,Kinship,2,0
GODSENT,Gambit Youngsters,2,1
FaZe,NIP,1,0
Wisla Krakow,AGO,2,1
ALTERNATE aTTaX,Unicorns of Love,2,0
Lynn Vision,ViCi,2,1
Liquid,NIP,2,0
Juggernauts,ARCY,2,0
CLG Red,Besiktas,2,1
Movistar Riders,BIG,2,0
Sprout,ttc,2,0
Lynn Vision,TYLOO,2,1
Besiktas,TYLOO fe,2,0
Imperial,Reapers,2,0
FURIA,MIBR,19,17
Gen.G,Just For Fun,2,0
FURIA,MIBR,16,9
INTZ,Riot Squad,3,2
MIBR,mousesports,16,7
mousesports,MIBR,16,7
Chaos,eUnited,2,0
G2,mousesports,16,3
G2,mousesports,16,2
eUnited,Brazen,16,5
OG,G2,16,14
paiN,RUFUS,2,0
G2,OG,16,9
forZe,HAVU,3,0
OG,Virtus.pro,19,17
Liquid,FaZe,2,1
Virtus.pro,OG,19,15
MAD Lions,Illuminar,16,4
DETONA,RED Canids,2,0
CR4ZY,North,16,11
ViCi,TYLOO,2,1
MAD Lions,Gambit Youngsters,16,7
TYLOO fe,Sway,2,0
Lynn Vision,R-Stars,2,0
North,BIG,19,16
Astralis,NIP,2,0
Illuminar,GODSENT,16,8
CLG Red,Besiktas,2,1
R-Stars,Invictus,2,1
CR4ZY,Movistar Riders,16,8
Lynn Vision,OneThree,2,1
TYLOO,Keyd,2,0
Gen.G,Holding W,16,8
G2,MIBR,16,3
Chaos,Finch,19,17
Syman,BTRG,2,0
Just For Fun,Singularity,16,3
MIBR,G2,16,11
Redemption POA,Evidence,2,0
G2,FURIA,16,11
G2,FURIA,16,14
Agressive,Rejected,2,0
W7M,DETONA,16,8
Virtus.pro,FURIA,16,5
Isurus,RUFUS,16,9
FURIA,Virtus.pro,16,9
Virtus.pro,mousesports,16,11
DETONA,paiN,16,13
Sprout,Giants,2,1
mousesports,Virtus.pro,16,6
Movistar Riders,OFFSET,2,1
LDLC,Vexed,2,1
mousesports,OG,16,14
Isurus,RED Canids,16,7
Project X,SKADE,2,1
Astralis,Liquid,2,0
mousesports,OG,16,8
W7M,paiN,16,5
Cream,Brute,2,0
Winstrike,PACT,2,0
AVEZ,Giants,2,0
Heretics,Defusekids,2,0
RUFUS,RED Canids,16,12
Besiktas,TYLOO fe,2,0
NIP,FaZe,2,0
CLG Red,Sway,2,0
TYLOO,R-Stars,2,0
ViCi,Lynn Vision,2,0
BTRG,Keyd,2,0
Invictus,4Bowie,16,11
OneThree,ahq,16,10
OCG,Faint,2,1
Syman,TYLOO,2,0
Riot Squad,Just For Fun,2,0
Bushido Boyz,Peeker's Advantage,2,0
Agressive,9z,2,0
DELIRAWOWZIK,Alma,2,0
INTZ,New England Whalers,2,0
ARCY,Nemiga,2,0
GamerLegion,FATE,2,1
Phoenix,TheDice,2,0
Fierce,PRINCEADIL,2,1
Heroic,BIG,2,0
Wisla Krakow,PACT,2,0
KPI,Owned,2,0
Espada,MAJESTY,2,0
ARCY,Unique,16,13
SKADE,Nordavind,2,0
BIG,Sprout,2,0
ViCi,EHOME,28,24
SHIFT,SuperOVD,2,0
OneThree,4Bowie,16,4
TYLOO,L9L,16,2
R-Stars,Invictus,16,4
DivisionX,Cataclysm,2,0
ViCi,L9L,16,6
TYLOO,OneThree,16,6
Lynn Vision,ahq,16,6
DMC,Macau Legend,16,9
4Bowie,EHOME,16,13
TYLOO,ViCi,16,12
R-Stars,ahq,16,4
Lynn Vision,Macau Legend,16,3
Invictus,DMC,16,8
4Bowie,L9L,16,12
OneThree,EHOME,16,9
R-Stars,Macau Legend,16,7
Invictus,ahq,16,8
Lynn Vision,DMC,16,3
TYLOO,EHOME,16,7
L9L,OneThree,16,14
ViCi,4Bowie,16,5
SuperOVD,Cataclysm,2,0
iNTACT,OCG,2,1
Lynn Vision,R-Stars,16,10
Invictus,Macau Legend,16,9
ahq,DMC,16,10
ViCi,OneThree,16,12
Faint,Rebirth,2,1
TYLOO,4Bowie,16,5
EHOME,L9L,16,5
Peeker's Advantage,Just Swing,2,0
New England Whalers,eUnited,19,15
R-Stars,DMC,16,11
SHIFT,DivisionX,2,0
ahq,Macau Legend,16,10
Lynn Vision,Invictus,16,5
Thunder Logic,Bushido Boyz,2,0
DELIRAWOWZIK,Falkol,2,1
Just For Fun,Envy,16,14
INTZ,Chaos,16,6
Rejected,zurditos,2,0
New England Whalers,Triumph,16,14
Riot Squad,Singularity,16,6
eUnited,Vipe's Anime Squad,16,9
Chaos,RamaL,19,15
Envy,Infinity,16,10
Just For Fun,Gen.G,16,14
Singularity,Recon 5,16,6
ARCY,AGO,34,30
INTZ,Rap Gang,16,5
Heroic,HellRaisers,16,4
Riot Squad,Rugratz,16,3
Nemiga,North,16,9
BIG,MELBET,16,13
Wisla Krakow,Defusekids,2,1
Heroic,Winstrike,19,17
HellRaisers,Hard Legion,22,20
Alma,FURIA Academy,2,1
Unique,Cream,16,9
Nemiga,GamerLegion,16,11
North,Legends,16,6
MELBET,KOVA,19,16
BIG,Secret,16,12
Vexed,Phoenix,2,0
Unicorns of Love,PACT,2,1
Spirit,GODSENT,2,1
Phoenix,ALTERNATE aTTaX,1,0
Defusekids,OFFSET,2,1
FATE,AGF,2,1
LDLC,TheDice,2,1
Wisla Krakow,Ambush,2,0
Owned,Movistar Riders,2,0
KPI,OFFSET,2,0
Virtus.pro,GamerLegion,2,0
HAVU,SJ,2,0
Bren,EHOME,1,0
Mazaalai,D13,2,1
Thunder Logic,Faint,2,0
iNTACT,Just Swing,2,0
Bushido Boyz,Rebirth,2,0
OCG,Peeker's Advantage,1,0
PACT,AGF,2,1
Defusekids,PRINCEADIL,2,1
GamerLegion,Ambush,2,1
Project X,Espada,2,1
Virtus.pro,OFFSET,2,1
Winstrike,PACT,2,1
Unicorns of Love,Phoenix,1,0
AGF,Wisla Krakow,2,1
Unicorns of Love,Defusekids,2,1
Ambush,FATE,2,1
Heretics,Fierce,2,0
Mazaalai,Alpha Red,22,18
SKADE,MAJESTY,2,0
EHOME,Az,16,12
Sprout,Cream,2,0
D13,BL4ZE,16,12
Bren,Darkhorse,16,5
OFFSET,ALTERNATE aTTaX,1,0
Ground Zero,ex-Genuine,3,1
Recon 5,Faint,3,0
Nexus,ARYO,3,2
2K,Execution,2,0
PACT,Izako Boars,2,1
ARYO,cooL,16,12
HAVU,GamerLegion,2,1
ARYO,Knock Out,16,10
100PG,PORCHA,2,0
Brute,ECLOT,2,1
Nexus,cooL,2,0
Illuminar,AGO,2,1
OFFSET,eXploit,2,1
mousesports,fnatic,3,0
Nemiga,Zorka,2,0
Izako Boars,AVEZ,2,1
Nordavind,Heretics,2,0
Heroic,GamerLegion,2,1
Universe,EXORS,2,0
Zorka,GODLIKE,2,1
R-Stars,Lynn Vision,2,0
AGO,ARCY,2,0
pro100,HellRaisers,2,0
SJ,Unique,2,1
BIG,Brute,2,0
OneThree,Alpha Red,2,1
Recon 5,FaZe,2,1
Faint,G2,2,1
Wisla Krakow,Defusekids,2,0
FATE,Endpoint,2,1
fnatic,Heroic,2,1
AGO,ENRAGE,2,0
Defusekids,OFFSET,2,1
Evil Geniuses,100 Thieves,2,0
Wisla Krakow,HSL,2,1
Yalla,Finest,2,0
FaZe,TYLOO,2,1
Endpoint,Tenerife Titans,2,0
FATE,Sangal,2,0
Liquid,North,16,12
Natus Vincere,MIBR,2,0
ARCY,Sprout,2,0
mousesports,ATK,16,9
G2,Sharks,16,13
Astralis,Renegades,16,8
100 Thieves,Heroic,16,8
Global,Gaming Hub,2,1
Evil Geniuses,fnatic,16,3
MIBR,FaZe,16,12
Natus Vincere,TYLOO,16,6
SYF,unfortunate circumstances ,2,0
Ground Zero,PC419,2,0
Falkol,UP,2,0
RUFUS,Falkol,2,1
Big 5,Goliath,1,0
Yalla,FIREMIX,2,1
ARCY,AGO,2,1
ALTERNATE aTTaX,Ambush,2,0
AGF,Lyngby Vikings,2,1
PACT,Izako Boars,2,0
Nordavind,Unicorns of Love,2,0
og3od,Finest,2,1
Copenhagen Flames,GamerLegion,2,0
HAVU,Ancient,2,1
BL4ZE,Gaming Hub,2,1
Global,Entity,2,0
Astralis,Liquid,2,1
OFFSET,VodkaJuniors,2,1
Illuminar,AGO,2,1
Finest,Yalla,2,0
gothboiclique,CYBERLIFE,2,0
FACEIT Level Tenz,Dirty Peek Petes,16,14
forZe,Tricked,2,1
og3od,FIREMIX,2,1
LSU,UTA,16,7
VodkaJuniors,eXploit,2,1
Gucci Squad,Bring Me The Horizon,2,0
Tricked,CR4ZY,2,0
OFFSET,Wild,2,0
forZe,GODSENT,2,1
Ground Zero,MC,2,1
Gaming Hub,Global,2,0
BL4ZE,Entity,2,0
Liquid,fnatic,2,1
Illuminar,Wisla Krakow,2,1
Astralis,Evil Geniuses,2,1
AGO,ARCY,2,1
CR4ZY,SJ,2,0
Tenerife Titans,Game Fist,2,0
forZe,FURIA,2,1
Tenerife Titans,Vanguard,2,0
CR4ZY,Heroic,2,1
Bren,SponsorUS,2,0
Game Fist,Sector One,2,1
ikarus,Plan A,2,1
SponsorUS,Fallen5,2,0
Bren,Station-751,2,0
forZe,Marskalk,2,0
fnatic,MIBR,2,0
Evil Geniuses,NIP,2,1
MIBR,Sharks,2,0
Giants,Yalla,2,0
GODSENT,SJ,16,11
ALTERNATE aTTaX,AGF,2,0
HellRaisers,Unique,2,1
GamerLegion,Ambush,2,1
Tricked,FURIA,16,14
NIP,AVANGAR,2,0
GODSENT,CR4ZY,16,7
Tricked,forZe,16,10
HAVU,Nordavind,2,1
SJ,Heroic,16,13
FURIA,Marskalk,16,10
Astralis,fnatic,2,0
RUFUS,Santos,2,0
Liquid,Evil Geniuses,2,0
RUFUS,Falkol,2,0
Viva Algeria,Ratatatata,2,1
Ambush,Lyngby Vikings,2,0
fnatic,MIBR,16,9
Espada,ex-Windigo,2,1
Astralis,Sharks,19,15
maquinas,HUKKA,2,0
Liquid,NIP,16,4
Copenhagen Flames,HAVU,2,1
Evil Geniuses,AVANGAR,16,10
2115,pro100,2,0
BTRG,R-Stars,2,1
TYLOO,OneThree,2,0
Illuminar,SKADE,2,0
OneThree,Lynn Vision,2,0
TYLOO,Lucid Dream,2,0
TYLOO,R-Stars,2,1
W7M,Santos,2,1
UP,3xTeam,2,0
Falkol,Soberano,2,1
Virtus.pro,Wisla Krakow,2,1
RUFUS,Alma,2,0
Ratatatata,Viboras,2,1
Wisla Krakow,Winstrike,2,0
North,maquinas,2,0
Nemiga,Project X,2,0
Big 5,Gamedock,2,0
Aristocracy,Copenhagen Flames,2,0
ENRAGE,Pompa,2,0
Nemiga,NAVI Junior,2,1
Copenhagen Flames,SJ,2,0
Nordavind,Izako Boars,2,0
GamerLegion,Giants,2,1
Espada,Dracarys,3,0
Aristocracy,SKADE,2,0
Nemiga,HellRaisers,2,0
OneThree,Invictus,2,0
R-Stars,Lynn Vision,2,1
Invictus,BTRG,2,0
BTRG,ViCi,1,0
Faint,Rebirth,2,0
W7M,Falkol,2,1
iNTACT,OCG,2,0
Santos,RUFUS,2,1
Ratatatata,Tunisia,2,1
Falkol,Alma,2,1
Santos,Soberano,2,1
Viva Algeria,Viboras,2,1
AGO,Virtus.pro,2,0
Secret,Nemiga,2,0
Nordavind,AGF,2,0
Camel Riders,RvN,2,0
Heroic,HUKKA,2,0
Aristocracy,Wisla Krakow,2,0
Nemiga,MAJESTY,2,0
SKADE,AGO,2,0
R-Stars,EHOME,2,0
Lucid Dream,dream[S]cape,2,0
TYLOO,EHOME,2,0
Project X,NAVI Junior,2,0
Unique,Heretics,2,1
Genuine,madlikewizards,2,1
TYLOO,OneThree,2,0
TYLOO,Invictus,2,0
MC,Ground Zero,1,0
Genuine,MC,2,1
madlikewizards,Ground Zero,2,1
Recon 5,Faint,2,1
Rebirth,ETHEREAL,2,1
RUFUS,Falkol,2,0
Viboras,Tunisia,2,1
Unicorns of Love,Lyngby Vikings,2,1
Illuminar,ENRAGE,2,1
ALTERNATE aTTaX,Izako Boars,2,0
HellRaisers,PACT,2,1
Ambush,Defusekids,2,0
Viva Algeria,Ratatatata,2,1
Aristocracy,forZe,2,0
GamerLegion,Copenhagen Flames,2,1
Virtus.pro,GODSENT,2,0
Sinister5,Goliath,2,0
SKADE,Pompa,2,1
forZe,Sprout,2,0
HAVU,SJ,2,0
HellRaisers,2BYL9,2,1
Dracarys,EXTREMUM,2,1
OneThree,BTRG,2,0
Lynn Vision,R-Stars,2,1
ahq,Heretics,2,0
OCG,Gorilla Gang,2,1
ALTERNATE aTTaX,SJ,2,0
DETONA,Heretics,3,2
SG.pro,Cerberus,2,1
Ambush,HAVU,2,1
Illuminar,CLEANTmix,2,0
Nordavind,pro100,2,1
forZe,Gambit Youngsters,2,0
Endpoint,Fierce,2,0
BIG,Copenhagen Flames,2,0
AGO,PACT,2,1
Endpoint,Vexed,2,1
HellRaisers,Kryvbas,2,0
Gambit Youngsters,MELBET,2,0
Heretics,Movistar Riders,2,0
Izako Boars,2115,2,0
mousesports,ENCE,2,0
Nemiga,Bring Me The Horizon,2,0
Fierce,Wind and Rain,2,1
forZe,pro100,2,1
DETONA,Movistar Riders,2,1
mousesports,TYLOO,2,1
HellSide,clear,2,0
ENCE,MIBR,2,1
Heretics,eXploit,2,0
Ambush,FATE,2,0
Izako Boars,ex-BLUEJAYS,2,0
Movistar Riders,Heretics,2,0
Akatsuki,SACRAMENTO,3,0
Giants,x6tence,3,0
Defusekids,LDLC,2,0
MELBET,Nemiga,2,1
Winstrike,Unique,2,0
GODSENT,ex-Windigo,2,0
NAVI Junior,MAJESTY,2,1
DETONA,eXploit,2,1
PACT,m1x,2,0
Giants,MAD Lions,2,0
Gambit Youngsters,Syman,2,0
Red Instinct,SILENT,2,0
Project X,2BYL9,2,0
Wisla Krakow,SJ,2,1
SCARZ,Updraft,2,1
x6tence,EXILE,2,0
pro100,EXTREMUM,2,0
Team China,Team World,16,8
EHOME,Aster,2,0
mousesports,Evil Geniuses,2,0
forZe,NAVI Junior,2,0
L9L,Freeman Lord,2,0
MIBR,AVANGAR,2,1
Gorilla Gang,Drawn to Fulfillment,2,0
Illuminar,Ancient,2,1
EXTREMUM,HellRaisers,2,0
NAVI Junior,Kryvbas,2,0
MELBET,EXTREMUM,2,0
pro100,Wisla Krakow,2,1
eXploit,OFFSET,3,2
Aristocracy,HAVU,2,0
MAJESTY,HellRaisers,2,0
Copenhagen Flames,Winstrike,2,1
m1x,GODSENT,1,0
Hard Legion,BIG,2,0
R-Stars,EHOME,2,1
NAVI Junior,HellRaisers,1,0
Lynn Vision,Aster,2,0
Thunder Logic,iNTACT,2,1
OCG,timbermen,2,0
Rebirth,Brazen,2,0
ETHEREAL,Precision,2,0
Unicorns of Love,SJ,2,1
m1x,Heretics,2,0
MELBET,Espada,16,14
NAVI Junior,H2L2,16,13
AGF,Ambush,2,0
Lyngby Vikings,Izako Boars,2,0
AGO,HAVU,2,0
HellRaisers,Kryvbas,16,12
EXTREMUM,risefrom,16,6
Project X,Bring Me The Horizon,2,1
Nordavind,LDLC,2,0
SKADE,Heretics,2,1
SJ,Hard Legion,2,0
OFFSET,Baecon,2,0
Spirit,GamerLegion,2,0
AVANGAR,ViCi,2,1
2BYL9,Nemiga,2,1
Movistar Riders,ex-Windigo,2,0
eXploit,GTZ Bulls,2,0
ENCE,mousesports,2,1
Evil Geniuses,G2,2,1
TYLOO,MIBR,2,0
RED Canids,paiN,2,0
Hard Legion,GamerLegion,2,0
pro100,PACT,2,1
Movistar Riders,GODSENT,2,0
EXTREMUM,Kungar,2,1
HAVU,forZe,2,0
Gambit Youngsters,Copenhagen Flames,2,0
HellRaisers,Nemiga,2,0
Spirit,Sprout,2,1
Espada,Dracarys,2,0
GODSENT,Heretics,2,0
